# id	left	top	right	bottom	texture_id
[SPRITES]
#===============BIG MARIO================
# idle right
10000	197	240	235	270	0
# walk right
10001	243	240	271	270	0
10002	283	241	311	271	0
# run fast right
10003	202	320	232	350	0
10004	242	320	272	350	0
10005	282	321	312	351	0
# jump right
10006	323	242	351	270	0
# stop right
10007	167	281	191	311	0
# sit down right
10008	357	232	395	270	0
# kick right
10009	235	280	273	310	0
# hold shell right
10010	317	320	345	350	0
10011	347	320	375	350	0
10012	206	1521	234	1549	0
# fly right
10013	322	361	352	391	0

# idle left
10020	159	240	197	270	0
# walk left
10021	123	240	151	270	0
10022	83	241	111	271	0
# jump left
10023	43	240	71	270	0
# run fast left
10024	161	320	193	350	0
10025	121	320	153	350	0
10026	81	321	113	351	0
# stop left
10027	199	281	231	311	0
# sit down left
10028	1	232	37	270	0
# kick left
10029	126	280	154	310	0
# hold shell left
10030	51	320	75	350	0
10031	24	320	50	350	0
10032	157	1521	185	1549	0
# fly left
10033	41	361	73	391	0

# die 
10099	365	195	391	225	0

#===============SMALL MARIO==============
# idle right
10040	205	74	229	104	0
# walk right
10041	245	75	271	105	0
# run fast right
10043	203	155	231	185	0
10044	243	155	271	185	0
# jump right 
10045	323	75	351	105	0
# stop right
10046	164	115	190	145	0
# kick right
10047	243	115	271	145	0
# hold shell right
10048	322	155	350	185	0
10049	363	155	391	185	0
# fly right
10050	203	195	231	225	0

# idle left
10060	165	74	189	104	0
# walk left
10061	122	75	150	105	0
# run fast left
10063	163	155	191	185	0
10064	123	155	151	185	0
# jump left
10065	43	75	71	105	0
# stop left
10066	204	115	230	145	0
# kick left
10067	123	115	151	145	0
# hold shell left
10068	46	155	70	185	0
10069	2	155	30	185	0
# fly left
10070	163	195	191	225	0

#==============RACCOON MARIO=============
# idle right
10100	196	441	236	471	0
# walk right
10101	337	1558	377	1588	0
10102	359	400	399	430	0
# run fast right
10103	205	521	235	551	0
10104	245	521	275	551	0
10105	285	521	315	551	0
# jump right
10106	321	441	359	471	0
# stop right
10107	167S	482	191	512	0
# spin tail idle right
10108	231	441	259	471	0
10109	343	481	371	511	0
10110	284	1558	326	1588	0
10111	378	481	406	511	0
# sit down right
10112	360	432	400	470	0
# wag tail while falling right
10113	206	601	234	631	0
10114	246	601	274	631	0
# flying right
10115	285	601	315	631	0
10116	325	601	355	631	0
10117	365	601	395	631	0
# kick right
10118	231	481	269	511	0
# hold shell right
10119	315	521	343	551	0
11120	345	521	373	551	0
11121	376	521	404	551	0

# idle left
10120	210	1558	248	1588	0
# walk left
10121	2	1558	42	1588	0
10122	72	441	116	471	0
# run fast left
10123	153	521	195	551	0
10124	23	561	65	591	0
10125	43	1560	85	1590	0
# jump left
10126	28	441	72	471	0
# stop left
10127	199	482	231	512	0
# spin tail idle left
10128	284	1558	326	1588	0
10129	343	481	371	511	0
10130	231	441	259	471	0
10131	378	481	406	511	0
# sit down left
10132	0	404	40	442	0
# wag tail while falling left
10133	163	561	205	591	0
10134	117	601	157	631	0
# flying left
10135	73	601	115	631	0
10136	30	601	72	631	0
10137	5	642	49	672	0
# kick left
10138	129	481	159	511	0
# hold shell left
10139	171	1558	209	1588	0
10140	128	1558	168	1588	0
10141	86	1559	128	1589	0

#===============FIRE MARIO===============
# idle right
10200	197	680	235	710	0
# walk right
10201	243	680	271	710	0
10202	283	681	311	711	0
# run fast right
10203	202	760	232	790	0
10204	242	760	272	790	0
10205	282	761	312	791	0
#jump right
10206	323	681	351	711	0
# stop right
10207	167	721	191	751	0
# shoot fireball idle right	
10208	352	800	380	830	0
10209	76	1520	104	1550	0
# shoot fireball while jumping right
10210	322	800	352	830	0
10211	284	800	312	830	0
10212	242	800	272	830	0
# sit down right
10213	387	672	395	710	0
# kick right
10214	235	720	273	750	0
# hold shell right
10215	317	760	345	790	0
10216	346	760	374	790	0
10217	105	1520	153	1550	0

# idle left
10220	159	680	197	710	0
# walk left
10221	123	680	151	710	0
10222	83	681	111	711	0
# running left
10223	161	760	193	790	0
10224	121	760	153	790	0
10225	81	761	113	791	0
# jump left 
10226	43	681	71	711	0
# stop left
10227	199	721	231	751	0
# shoot fireball idle left
10228	45	1520	69	1550	0
10229	12	1520	36	1550	0
# shoot fireball while jumping left
10230	41	801	73	831	0
10231	80	800	112	830	0
10232	121	800	153	830	0
# sit down left
10233	1	672	37	710	0
# kick left
10234	126	720	154	750	0
# hold shell left
10235	51	760	75	790	0
10236	254	1520	280	1550	0
10237	0	761	28	791	0


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ========= BIG MARIO ========
# idle right
100	10000	100
# walk right
101	10000	65	10001	65	10002	65	10001	65
# run fast right
102	10003	25	10004	25	10005	25
# jump right
103	10006	100
# sit down right
104	10008	100
# stop right
105	10007	200
# falling right
106	10002	100
# kick right
107	10009	200
# idle hold shell right
108	10010	100
# walk hold shell right
109	10010	65	10011	65	10012	65	10011	65
# on air hold shell right
110	10012	100
# fly right
111	10013	100

# idle left
120	10020	100
# walk left
121	10020	65	10021	65	10022	65	10021	65
# run fast left
122	10024	25	10025	25	10026	25
# jump left big
123	10023	100
# sit down left
124	10028	100
# stop left
125	10027	200
# falling left
126	10022	100
# kick left
127	10029	200
# idle hold shell left
128	10030	100
# walk hold shell left
129	10030	65	10031	65	10032	65	10031	65
# on air hold shell left
130	10032	100
# fly left
131	10033	100

# ========= SMALL MARIO ==========
# idle right
140	10040	100
# walk right
141	10040	65	10041	65
# run fast right
142	10043	25	10044	25
# jump right 
143	10045	100
# stop right
144	10046	100
# kick right
145	10047	200
# idle hold shell right
146	10048	100
# walk hold shell right
147	10048	65	10049	65
# on air hold shell right
148	10049	100
# fly right
149	10050	100

# idle left
160	10060	100
# walk left
161	10060	65	10061	65
# run fast left
162	10063	25	10064	25
# jump left
163	10065	100
# stop left
164	10066	100
# kick left
165	10067	200
# idle hold shell left
166	10068	100
# walk hold shell left
167	10068	65	10069	65
# on air hold shell left
168	10069	100
# fly left
169	10070	100

#die 
599	10099	100

# ======== RACCOON MARIO =======
# idle right
200	10100	100
# walk right
201	10100	65	10101	65	10102	65	10101	65
# run fast right
202	10103	25	10104	25	10105	25
# jump right
203	10106	100
# stop right
204	10107	150
# spin tail idle right
205	10108	50	10109	50	10110	50	10111	50	10108	50
# sit down right
206	10112	100
# falling right 
207	10113	100
# wag tail right
208	10114	50	10102	50	10113	50
# flying up right
209	10115	50
# flying down right
210	10116	50
# wag tail while flying right
211	10117	50	10116	50	10115	50
# kick right
212	10118	200
# idle hold shell right
213	10119	100
# walk hold shell right
214	10119	65	11120	65	11121	65	11120	65
# on air hold shell right
215	11121	100


# idle left
220	10120	100
# walk left
221	10120	65	10121	65	10122	65	10121	65
# run fast left
222	10123	25	10124	25	10125	25
# jump left
223	10126	100
# stop left
224	10127	150
# spin tail idle left
225	10128	50	10129	50	10130	50	10131	50	10128	50
# sit down left
226	10132	100
# falling left
227	10133	100
# wag tail left
228	10134	50	10122	50	10133	50
# flying up left
229	10136	50
# flying down left
230	10135	50
# wag tail while flying left
231	10137	50	10136	50	10135	50
# kick left
232	10138	200
# idle hold shell left
233	10139	100
# walk hold shell left
234	10139	65	10140	65	10141	65	10140	65
# on air hold shell left
235	10141	100

# GO PIPE
240	10109	100

# ============= FIRE MARIO =============
# idle right
300	10200	100
# walk right
301	10200	65	10201	65	10202	65	10201	65
# run fast right
302	10203	25	10204	25	10205	25
# jump right
303	10206	100
# stop right
304	10207	150
# shoot fireball right
305	10208	50	10209	50	10200	50
# shoot fireball while jumping right
306	10210	65	10211	65	10212	65
# sit down right
307	10213	100
# falling right
308	10202	100
# kick right
309	10214	200
# idle hold shell right
310	10215	100
# walk hold shell right
311	10215	65	10216	65	10217	65	10216	65
# on air hold shell right
312	10217	100
# fly right
313	10210	100

# idle left
320	10220	100
# walk left
321	10220	65	10221	65	10222	65	10221	65
# run fast left
322	10223	25	10224	25	10225	25
# jump left
323	10226	100
# stop left
324	10227	150
# shoot fireball left
325	10228	50	10229	50	10220	50
# shoot fireball while jumping left
326	10230	65	10231	65	10232	65
# sit down left
327	10233	100
# falling left
328	10222	100
# kick left
329	10234	200
# idle hold shell left
330	10235	100
# walk hold shell left
331	10235	65	10236	65	10237	65	10236	65
# on air hold shell left
332	10237	100
# fly left
333	10230	100
